chr	start	end	ENSG	transcript	regionType
chr3	25783391	25783443	ENSG00000151092	ENST00000280700.10	5primeUTR
chr3	25718944	25719459	ENSG00000151092	ENST00000280700.10	3primeUTR
chr3	184248941	184248962	ENSG00000214160	ENST00000397676.8	5primeUTR
chr3	184242301	184242513	ENSG00000214160	ENST00000397676.8	3primeUTR
chr3	9890610	9890722	ENSG00000171135	ENST00000647897.1	5primeUTR
chr3	9893378	9894349	ENSG00000171135	ENST00000647897.1	3primeUTR
chr3	49422451	49422473	ENSG00000145020	ENST00000273588.9	5primeUTR
chr3	49416778	49417539	ENSG00000145020	ENST00000273588.9	3primeUTR
chr3	51983535	51983589	ENSG00000243989	ENST00000636358.2	5primeUTR
chr3	51984047	51984064	ENSG00000243989	ENST00000636358.2	5primeUTR
chr3	51989076	51989197	ENSG00000243989	ENST00000636358.2	3primeUTR
chr3	52154373	52154423	ENSG00000164087	ENST00000296484.7	5primeUTR
chr3	52075226	52075886	ENSG00000164087	ENST00000296484.7	3primeUTR
chr3	187291633	187291737	ENSG00000127241	ENST00000337774.10	5primeUTR
chr3	187217282	187220070	ENSG00000127241	ENST00000337774.10	3primeUTR
chr3	187291633	187291737	ENSG00000127241	ENST00000296280.11	5primeUTR
chr3	187234082	187235683	ENSG00000127241	ENST00000296280.11	3primeUTR
chr3	128879620	128879691	ENSG00000177646	ENST00000308982.12	5primeUTR
chr3	128912608	128913114	ENSG00000177646	ENST00000308982.12	3primeUTR
chr3	42685537	42685618	ENSG00000157119	ENST00000287777.5	5primeUTR
chr3	42691994	42692544	ENSG00000157119	ENST00000287777.5	3primeUTR
chr3	48466230	48466309	ENSG00000213689	ENST00000625293.3	5primeUTR
chr3	48466630	48466655	ENSG00000213689	ENST00000625293.3	5primeUTR
chr3	48467601	48467645	ENSG00000213689	ENST00000625293.3	3primeUTR
chr3	132722356	132722409	ENSG00000113971	ENST00000337331.10	5primeUTR
chr3	132680609	132681909	ENSG00000113971	ENST00000337331.10	3primeUTR
chr3	132660329	132660537	ENSG00000081307	ENST00000356232.10	5primeUTR
chr3	132676527	132679794	ENSG00000081307	ENST00000356232.10	3primeUTR
chr3	10026437	10026473	ENSG00000144554	ENST00000675286.1	5primeUTR
chr3	10028625	10028657	ENSG00000144554	ENST00000675286.1	5primeUTR
chr3	10101263	10101932	ENSG00000144554	ENST00000675286.1	3primeUTR
chr3	124730452	124730471	ENSG00000114491	ENST00000232607.7	5primeUTR
chr3	124744085	124749273	ENSG00000114491	ENST00000232607.7	3primeUTR
chr3	87276463	87276584	ENSG00000064835	ENST00000350375.7	5primeUTR
chr3	87259404	87259893	ENSG00000064835	ENST00000350375.7	3primeUTR
chr3	134486057	134486202	ENSG00000182923	ENST00000675561.1	5primeUTR
chr3	134495296	134495320	ENSG00000182923	ENST00000675561.1	5primeUTR
chr3	134561536	134565031	ENSG00000182923	ENST00000675561.1	3primeUTR
chr3	123884206	123884332	ENSG00000065534	ENST00000360304.8	5primeUTR
chr3	123876559	123876617	ENSG00000065534	ENST00000360304.8	5primeUTR
chr3	123831548	123831670	ENSG00000065534	ENST00000360304.8	5primeUTR
chr3	123793842	123793844	ENSG00000065534	ENST00000360304.8	5primeUTR
chr3	123610049	123614104	ENSG00000065534	ENST00000360304.8	3primeUTR
chr3	183099441	183099496	ENSG00000078070	ENST00000265594.9	5primeUTR
chr3	183015218	183015437	ENSG00000078070	ENST00000265594.9	3primeUTR
chr3	53255943	53256022	ENSG00000163931	ENST00000462138.6	5primeUTR
chr3	53224712	53225755	ENSG00000163931	ENST00000462138.6	3primeUTR
chr3	66221001	66221094	ENSG00000144741	ENST00000354883.11	5primeUTR
chr3	66377808	66378923	ENSG00000144741	ENST00000354883.11	3primeUTR
chr3	43105836	43106079	ENSG00000144647	ENST00000344697.3	5primeUTR
chr3	43079234	43079688	ENSG00000144647	ENST00000344697.3	3primeUTR
chr3	43081432	43081536	ENSG00000144647	ENST00000344697.3	5primeUTR
chr3	49856454	49856564	ENSG00000183763	ENST00000331456.7	5primeUTR
chr3	49828601	49829102	ENSG00000183763	ENST00000331456.7	3primeUTR
chr3	122325248	122325292	ENSG00000121552	ENST00000264474.4	5primeUTR
chr3	122341568	122341969	ENSG00000121552	ENST00000264474.4	3primeUTR
chr3	45995722	45995824	ENSG00000163820	ENST00000296137.7	5primeUTR
chr3	45984911	45985022	ENSG00000163820	ENST00000296137.7	5primeUTR
chr3	45917903	45921764	ENSG00000163820	ENST00000296137.7	3primeUTR
chr3	53130401	53130435	ENSG00000163933	ENST00000296292.8	5primeUTR
chr3	53088483	53091902	ENSG00000163933	ENST00000296292.8	3primeUTR
chr3	39383370	39383724	ENSG00000144659	ENST00000650617.1	5primeUTR
chr3	39396521	39397351	ENSG00000144659	ENST00000650617.1	3primeUTR
chr3	158644527	158644634	ENSG00000168827	ENST00000486715.6	5primeUTR
chr3	158691468	158695581	ENSG00000168827	ENST00000486715.6	3primeUTR
chr3	15601745	15601894	ENSG00000169814	ENST00000643237.3	5primeUTR
chr3	15635424	15635439	ENSG00000169814	ENST00000643237.3	5primeUTR
chr3	15645489	15653714	ENSG00000169814	ENST00000643237.3	3primeUTR
chr3	180679381	180679489	ENSG00000284862	ENST00000476379.6	5primeUTR
chr3	180614008	180614920	ENSG00000284862	ENST00000476379.6	3primeUTR
chr3	97764758	97764977	ENSG00000113966	ENST00000463745.6	5primeUTR
chr3	97768081	97768107	ENSG00000113966	ENST00000463745.6	5primeUTR
chr3	97798050	97801229	ENSG00000113966	ENST00000463745.6	3primeUTR
chr3	136250340	136250375	ENSG00000114054	ENST00000251654.9	5primeUTR
chr3	136330027	136330169	ENSG00000114054	ENST00000251654.9	3primeUTR
chr4	499210	499335	ENSG00000174227	ENST00000453061.7	5primeUTR
chr4	539370	540200	ENSG00000174227	ENST00000453061.7	3primeUTR
chr4	8871615	8871839	ENSG00000215612	ENST00000400677.5	5primeUTR
chr4	8867048	8867692	ENSG00000215612	ENST00000400677.5	3primeUTR
chr4	39182529	39182557	ENSG00000157796	ENST00000399820.8	5primeUTR
chr4	39278651	39278663	ENSG00000157796	ENST00000399820.8	3primeUTR
chr4	39285487	39285810	ENSG00000157796	ENST00000399820.8	3primeUTR
chr4	5708514	5708559	ENSG00000173040	ENST00000344408.10	5primeUTR
chr4	5562439	5562847	ENSG00000173040	ENST00000344408.10	3primeUTR
chr4	106315931	106316209	ENSG00000145348	ENST00000394708.7	5primeUTR
chr4	106308961	106308989	ENSG00000145348	ENST00000394708.7	5primeUTR
chr4	106041599	106046569	ENSG00000145348	ENST00000394708.7	3primeUTR
chr4	118352721	118353003	ENSG00000164099	ENST00000296498.3	5primeUTR
chr4	118280038	118281935	ENSG00000164099	ENST00000296498.3	3primeUTR
chr4	118835941	118836126	ENSG00000150961	ENST00000280551.11	5primeUTR
chr4	118833697	118833737	ENSG00000150961	ENST00000280551.11	5primeUTR
chr4	118722823	118723514	ENSG00000150961	ENST00000280551.11	3primeUTR
chr4	127880893	127881134	ENSG00000142731	ENST00000270861.10	5primeUTR
chr4	127898542	127899224	ENSG00000142731	ENST00000270861.10	3primeUTR
chr4	55948945	55949059	ENSG00000174799	ENST00000257287.5	5primeUTR
chr4	55952086	55952130	ENSG00000174799	ENST00000257287.5	5primeUTR
chr4	56024604	56024614	ENSG00000174799	ENST00000257287.5	3primeUTR
chr4	56031360	56033361	ENSG00000174799	ENST00000257287.5	3primeUTR
chr4	154744000	154744222	ENSG00000121207	ENST00000336356.4	5primeUTR
chr4	154744326	154744326	ENSG00000121207	ENST00000336356.4	5primeUTR
chr4	154749137	154753120	ENSG00000121207	ENST00000336356.4	3primeUTR
chr4	177442376	177442437	ENSG00000038002	ENST00000264595.7	5primeUTR
chr4	177430774	177431707	ENSG00000038002	ENST00000264595.7	3primeUTR
chr4	174522452	174522488	ENSG00000164120	ENST00000296522.11	5primeUTR
chr4	174490175	174491955	ENSG00000164120	ENST00000296522.11	3primeUTR
chr4	183659293	183659447	ENSG00000168538	ENST00000334690.11	5primeUTR
chr4	183663847	183663867	ENSG00000168538	ENST00000334690.11	5primeUTR
chr4	183712645	183713589	ENSG00000168538	ENST00000334690.11	3primeUTR
chr4	127965134	127965173	ENSG00000164073	ENST00000641686.2	5primeUTR
chr4	127917805	127920629	ENSG00000164073	ENST00000641686.2	3primeUTR
chr4	75556066	75556082	ENSG00000174792	ENST00000311623.9	5primeUTR
chr4	75564440	75564817	ENSG00000174792	ENST00000311623.9	3primeUTR
chr4	16226458	16226471	ENSG00000169762	ENST00000405303.7	5primeUTR
chr4	16160505	16163307	ENSG00000169762	ENST00000405303.7	3primeUTR
chr4	122923078	122923142	ENSG00000145375	ENST00000274008.5	5primeUTR
chr4	123314065	123319433	ENSG00000145375	ENST00000274008.5	3primeUTR
chr4	57110352	57110385	ENSG00000163453	ENST00000295666.6	5primeUTR
chr4	57030773	57031316	ENSG00000163453	ENST00000295666.6	3primeUTR
chr4	121870314	121870474	ENSG00000138686	ENST00000264499.9	5primeUTR
chr4	121824329	121825859	ENSG00000138686	ENST00000264499.9	3primeUTR
chr4	125314955	125315977	ENSG00000196159	ENST00000394329.9	5primeUTR
chr4	125316400	125316411	ENSG00000196159	ENST00000394329.9	5primeUTR
chr4	125491769	125492932	ENSG00000196159	ENST00000394329.9	3primeUTR
chr4	55395957	55396189	ENSG00000134851	ENST00000381334.10	5primeUTR
chr4	55425453	55426175	ENSG00000134851	ENST00000381334.10	3primeUTR
chr4	122732704	122732884	ENSG00000181004	ENST00000314218.8	5primeUTR
chr4	122741883	122741892	ENSG00000181004	ENST00000314218.8	5primeUTR
chr4	122744026	122744939	ENSG00000181004	ENST00000314218.8	3primeUTR
chr4	1347208	1347760	ENSG00000163945	ENST00000389851.10	5primeUTR
chr4	1348090	1348091	ENSG00000163945	ENST00000389851.10	5primeUTR
chr4	1385962	1388049	ENSG00000163945	ENST00000389851.10	3primeUTR
chr4	94757955	94758068	ENSG00000138696	ENST00000515059.6	5primeUTR
chr4	94875831	94875900	ENSG00000138696	ENST00000515059.6	5primeUTR
chr4	94996040	94996134	ENSG00000138696	ENST00000515059.6	5primeUTR
chr4	95104408	95104424	ENSG00000138696	ENST00000515059.6	5primeUTR
chr4	95154674	95158448	ENSG00000138696	ENST00000515059.6	3primeUTR
chr4	83284765	83284798	ENSG00000173085	ENST00000647002.2	5primeUTR
chr4	83263824	83264198	ENSG00000173085	ENST00000647002.2	3primeUTR
chr4	55346242	55346336	ENSG00000128039	ENST00000264228.9	5primeUTR
chr4	55370092	55373100	ENSG00000128039	ENST00000264228.9	3primeUTR
chr4	25160370	25160449	ENSG00000109618	ENST00000382103.7	5primeUTR
chr4	25120014	25123930	ENSG00000109618	ENST00000382103.7	3primeUTR
chr4	15469882	15470057	ENSG00000048342	ENST00000424120.6	5primeUTR
chr4	15475915	15475932	ENSG00000048342	ENST00000424120.6	5primeUTR
chr4	15601426	15601552	ENSG00000048342	ENST00000424120.6	3primeUTR
chr4	109848107	109848201	ENSG00000183423	ENST00000594814.6	5primeUTR
chr4	109870790	109872315	ENSG00000183423	ENST00000594814.6	3primeUTR
chr4	145619385	145619407	ENSG00000151611	ENST00000649156.2	5primeUTR
chr4	145639075	145639139	ENSG00000151611	ENST00000649156.2	5primeUTR
chr4	145655435	145660033	ENSG00000151611	ENST00000649156.2	3primeUTR
chr4	158672296	158672456	ENSG00000171503	ENST00000511912.6	5primeUTR
chr4	158708528	158709623	ENSG00000171503	ENST00000511912.6	3primeUTR
chr4	78057323	78058009	ENSG00000138759	ENST00000512123.4	5primeUTR
chr4	78541125	78544269	ENSG00000138759	ENST00000512123.4	3primeUTR
chr4	107931549	107931643	ENSG00000155016	ENST00000332884.11	5primeUTR
chr4	107950424	107953461	ENSG00000155016	ENST00000332884.11	3primeUTR
chr4	102760895	102760968	ENSG00000109323	ENST00000647097.2	5primeUTR
chr4	102630770	102632056	ENSG00000109323	ENST00000647097.2	3primeUTR
chr4	106316550	106316594	ENSG00000164022	ENST00000672341.1	5primeUTR
chr4	106324985	106325009	ENSG00000164022	ENST00000672341.1	5primeUTR
chr4	106347693	106349456	ENSG00000164022	ENST00000672341.1	3primeUTR
chr4	107989889	107989932	ENSG00000138796	ENST00000309522.8	5primeUTR
chr4	108034358	108035171	ENSG00000138796	ENST00000309522.8	3primeUTR
chr4	87650280	87650384	ENSG00000152592	ENST00000339673.11	5primeUTR
chr4	87656472	87656492	ENSG00000152592	ENST00000339673.11	5primeUTR
chr4	87663321	87664357	ENSG00000152592	ENST00000339673.11	3primeUTR
chr4	169612222	169612583	ENSG00000137601	ENST00000507142.6	5primeUTR
chr4	169612020	169612143	ENSG00000137601	ENST00000507142.6	5primeUTR
chr4	169602631	169602678	ENSG00000137601	ENST00000507142.6	5primeUTR
chr4	169392809	169394509	ENSG00000137601	ENST00000507142.6	3primeUTR
chr4	109302169	109302658	ENSG00000188517	ENST00000399132.6	5primeUTR
chr4	109302020	109302075	ENSG00000188517	ENST00000399132.6	5primeUTR
chr4	108808725	108813926	ENSG00000188517	ENST00000399132.6	3primeUTR
chr4	146521718	146521940	ENSG00000120519	ENST00000335472.12	5primeUTR
chr4	146253981	146256490	ENSG00000120519	ENST00000335472.12	3primeUTR
chr4	112637143	112637239	ENSG00000174720	ENST00000344442.10	5primeUTR
chr4	112644668	112644669	ENSG00000174720	ENST00000344442.10	5primeUTR
chr4	112657328	112657586	ENSG00000174720	ENST00000344442.10	3primeUTR
chr4	5711201	5711380	ENSG00000072840	ENST00000264956.11	5primeUTR
chr4	5811038	5814305	ENSG00000072840	ENST00000264956.11	3primeUTR
chr4	151015202	151015284	ENSG00000198589	ENST00000651943.2	5primeUTR
chr4	151014643	151014861	ENSG00000198589	ENST00000651943.2	5primeUTR
chr4	150264435	150265721	ENSG00000198589	ENST00000651943.2	3primeUTR
chr4	17512055	17512090	ENSG00000151552	ENST00000281243.10	5primeUTR
chr4	17486395	17487130	ENSG00000151552	ENST00000281243.10	3primeUTR
chr4	987044	987084	ENSG00000127415	ENST00000514224.2	5primeUTR
chr4	1004394	1004564	ENSG00000127415	ENST00000514224.2	3primeUTR
chr4	71187259	71187401	ENSG00000080493	ENST00000264485.11	5primeUTR
chr4	71236576	71236576	ENSG00000080493	ENST00000264485.11	5primeUTR
chr4	71567048	71567083	ENSG00000080493	ENST00000264485.11	3primeUTR
chr4	71567788	71572083	ENSG00000080493	ENST00000264485.11	3primeUTR
chr4	71339020	71339248	ENSG00000080493	ENST00000340595.4	5primeUTR
chr4	71567048	71567083	ENSG00000080493	ENST00000340595.4	3primeUTR
chr4	71567788	71572083	ENSG00000080493	ENST00000340595.4	3primeUTR
chr4	13544415	13544508	ENSG00000109705	ENST00000382438.6	5primeUTR
chr4	13540830	13541992	ENSG00000109705	ENST00000382438.6	3primeUTR
chr5	7869148	7869215	ENSG00000124275	ENST00000440940.7	5primeUTR
chr5	7870770	7870794	ENSG00000124275	ENST00000440940.7	5primeUTR
chr5	7900059	7901113	ENSG00000124275	ENST00000440940.7	3primeUTR
chr5	32711321	32711776	ENSG00000113389	ENST00000265074.13	5primeUTR
chr5	32786346	32791720	ENSG00000113389	ENST00000265074.13	3primeUTR
chr5	42423439	42423955	ENSG00000112964	ENST00000230882.9	5primeUTR
chr5	42565864	42565874	ENSG00000112964	ENST00000230882.9	5primeUTR
chr5	42719425	42721878	ENSG00000112964	ENST00000230882.9	3primeUTR
chr5	74685233	74685260	ENSG00000049860	ENST00000261416.12	5primeUTR
chr5	74721176	74721288	ENSG00000049860	ENST00000261416.12	3primeUTR
chr5	41870359	41870425	ENSG00000083720	ENST00000196371.10	5primeUTR
chr5	41730065	41731728	ENSG00000083720	ENST00000196371.10	3primeUTR
chr5	78985249	78985310	ENSG00000113273	ENST00000264914.10	5primeUTR
chr5	78777209	78780396	ENSG00000113273	ENST00000264914.10	3primeUTR
chr5	55233524	55233608	ENSG00000152669	ENST00000282572.5	5primeUTR
chr5	55231152	55231374	ENSG00000152669	ENST00000282572.5	3primeUTR
chr5	53560639	53560662	ENSG00000164258	ENST00000296684.10	5primeUTR
chr5	53683222	53683338	ENSG00000164258	ENST00000296684.10	3primeUTR
chr5	127290796	127291056	ENSG00000145794	ENST00000503335.7	5primeUTR
chr5	127331291	127331308	ENSG00000145794	ENST00000503335.7	5primeUTR
chr5	127457319	127461222	ENSG00000145794	ENST00000503335.7	3primeUTR
chr5	172454353	172454525	ENSG00000174705	ENST00000311601.6	5primeUTR
chr5	172333499	172338368	ENSG00000174705	ENST00000311601.6	3primeUTR
chr5	126595199	126595219	ENSG00000164904	ENST00000409134.8	5primeUTR
chr5	126541841	126544964	ENSG00000164904	ENST00000409134.8	3primeUTR
chr5	139198269	139198368	ENSG00000120725	ENST00000394817.7	5primeUTR
chr5	139127844	139127853	ENSG00000120725	ENST00000394817.7	5primeUTR
chr5	138946724	138947116	ENSG00000120725	ENST00000394817.7	3primeUTR
chr5	83077547	83077615	ENSG00000152422	ENST00000396027.9	5primeUTR
chr5	83104910	83104919	ENSG00000152422	ENST00000396027.9	5primeUTR
chr5	83353243	83353760	ENSG00000152422	ENST00000396027.9	3primeUTR
chr5	131165206	131165256	ENSG00000169567	ENST00000304043.10	5primeUTR
chr5	131159027	131159446	ENSG00000169567	ENST00000304043.10	3primeUTR
chr5	60945205	60945255	ENSG00000164182	ENST00000296597.10	5primeUTR
chr5	61152956	61153026	ENSG00000164182	ENST00000296597.10	3primeUTR
chr5	53109251	53109757	ENSG00000164172	ENST00000396954.8	5primeUTR
chr5	53108522	53108643	ENSG00000164172	ENST00000396954.8	5primeUTR
chr5	53107175	53107221	ENSG00000164172	ENST00000396954.8	5primeUTR
chr5	53095679	53098601	ENSG00000164172	ENST00000396954.8	3primeUTR
chr5	53109730	53109757	ENSG00000164172	ENST00000450852.8	5primeUTR
chr5	53107077	53107094	ENSG00000164172	ENST00000450852.8	3primeUTR
chr5	53102097	53102224	ENSG00000164172	ENST00000450852.8	3primeUTR
chr5	53101359	53101509	ENSG00000164172	ENST00000450852.8	3primeUTR
chr5	53100411	53100534	ENSG00000164172	ENST00000450852.8	3primeUTR
chr5	53095679	53098667	ENSG00000164172	ENST00000450852.8	3primeUTR
chr5	37249245	37249376	ENSG00000197603	ENST00000651892.2	5primeUTR
chr5	37247699	37247745	ENSG00000197603	ENST00000651892.2	5primeUTR
chr5	37106235	37107601	ENSG00000197603	ENST00000651892.2	3primeUTR
chr5	13944439	13944688	ENSG00000039139	ENST00000265104.5	5primeUTR
chr5	13690328	13691983	ENSG00000039139	ENST00000265104.5	3primeUTR
chr5	60945009	60945070	ENSG00000049167	ENST00000676185.1	5primeUTR
chr5	60866454	60874614	ENSG00000049167	ENST00000676185.1	3primeUTR
chr5	119452497	119452575	ENSG00000133835	ENST00000510025.7	5primeUTR
chr5	119541995	119542332	ENSG00000133835	ENST00000510025.7	3primeUTR
chr5	16616972	16616997	ENSG00000154153	ENST00000306320.10	5primeUTR
chr5	16473053	16474740	ENSG00000154153	ENST00000306320.10	3primeUTR
chr5	71587340	71587425	ENSG00000131844	ENST00000340941.11	5primeUTR
chr5	71656861	71658706	ENSG00000131844	ENST00000340941.11	3primeUTR
chr5	892884	892998	ENSG00000071539	ENST00000166345.8	5primeUTR
chr5	917104	918120	ENSG00000071539	ENST00000166345.8	3primeUTR
chr5	149960758	149960979	ENSG00000155850	ENST00000286298.5	5primeUTR
chr5	149977628	149977652	ENSG00000155850	ENST00000286298.5	5primeUTR
chr5	149981814	149987400	ENSG00000155850	ENST00000286298.5	3primeUTR
chr5	132369710	132369972	ENSG00000197375	ENST00000245407.8	5primeUTR
chr5	132394273	132395612	ENSG00000197375	ENST00000245407.8	3primeUTR
chr5	64768930	64769146	ENSG00000153015	ENST00000381070.8	5primeUTR
chr5	65018322	65018750	ENSG00000153015	ENST00000381070.8	3primeUTR
chr5	177600132	177600210	ENSG00000027847	ENST00000029410.10	5primeUTR
chr5	177609696	177610330	ENSG00000027847	ENST00000029410.10	3primeUTR
chr5	177995934	177996242	ENSG00000175325	ENST00000308304.2	5primeUTR
chr5	177992235	177992708	ENSG00000175325	ENST00000308304.2	3primeUTR
chr5	14664718	14664825	ENSG00000154124	ENST00000284274.5	5primeUTR
chr5	14693049	14699850	ENSG00000154124	ENST00000284274.5	3primeUTR
chr5	151253185	151253216	ENSG00000196743	ENST00000357164.4	5primeUTR
chr5	151267452	151270440	ENSG00000196743	ENST00000357164.4	3primeUTR
chr5	178995276	178995320	ENSG00000113262	ENST00000517717.3	5primeUTR
chr5	178994945	178994960	ENSG00000113262	ENST00000517717.3	5primeUTR
chr5	178978327	178981656	ENSG00000113262	ENST00000517717.3	3primeUTR
chr5	95554936	95554977	ENSG00000198677	ENST00000358746.7	5primeUTR
chr5	95550581	95550650	ENSG00000198677	ENST00000358746.7	5primeUTR
chr5	95548560	95548715	ENSG00000198677	ENST00000358746.7	5primeUTR
chr5	95547151	95547151	ENSG00000198677	ENST00000358746.7	5primeUTR
chr5	95463894	95464606	ENSG00000198677	ENST00000358746.7	3primeUTR
chr5	1445348	1445440	ENSG00000142319	ENST00000270349.12	5primeUTR
chr5	1443198	1443242	ENSG00000142319	ENST00000270349.12	5primeUTR
chr5	1392794	1394734	ENSG00000142319	ENST00000270349.12	3primeUTR
chr6	24357751	24358059	ENSG00000146038	ENST00000378454.8	5primeUTR
chr6	24171755	24174729	ENSG00000146038	ENST00000378454.8	3primeUTR
chr6	39934418	39934462	ENSG00000124615	ENST00000340692.10	5primeUTR
chr6	39904170	39906356	ENSG00000124615	ENST00000340692.10	3primeUTR
chr6	49463103	49463253	ENSG00000146085	ENST00000274813.4	5primeUTR
chr6	49459467	49459505	ENSG00000146085	ENST00000274813.4	5primeUTR
chr6	49430360	49431727	ENSG00000146085	ENST00000274813.4	3primeUTR
chr6	52087434	52087613	ENSG00000170927	ENST00000371117.8	5primeUTR
chr6	52084934	52085017	ENSG00000170927	ENST00000371117.8	5primeUTR
chr6	51615299	51619080	ENSG00000170927	ENST00000371117.8	3primeUTR
chr6	79947280	79947553	ENSG00000118402	ENST00000369816.5	5primeUTR
chr6	79914814	79916607	ENSG00000118402	ENST00000369816.5	3primeUTR
